"Word"	"dlugosc"	"FreqSum"	" X"	" XX"
"ah"	5	4	" 1.36E-06"	1
"i"	14	4	" 1.36E-06"	1
"wy"	8	4	" 1.36E-06"	1
"e"	13	4	" 1.36E-06"	1
"lo"	8	4	" 1.36E-06"	1
"a"	11	4	" 1.36E-06"	1
"ny"	6	4	" 1.36E-06"	1
"lach"	4	4	" 1.36E-06"	1
"ny"	6	4	" 1.36E-06"	1
"wa"	6	4	" 1.36E-06"	1
"ym"	9	4	" 1.36E-06"	1
"na"	6	4	" 1.36E-06"	1
"nt"	9	4	" 1.36E-06"	1
"at"	6	4	" 1.36E-06"	1
"sy"	8	4	" 1.36E-06"	1
"h"	14	4	" 1.36E-06"	1
"ne"	8	4	" 1.36E-06"	1
"ca"	9	4	" 1.36E-06"	1
"na"	6	4	" 1.36E-06"	1
"j"	13	4	" 1.36E-06"	1
"tą"	7	4	" 1.36E-06"	1
"e"	12	4	" 1.36E-06"	1
"in"	3	4	" 1.36E-06"	1
"e"	13	4	" 1.36E-06"	1
"e"	10	4	" 1.36E-06"	1
"i"	10	4	" 1.36E-06"	1
"a"	12	4	" 1.36E-06"	1
"malo"	4	4	" 1.36E-06"	1
"ją"	6	4	" 1.36E-06"	1
"y"	10	4	" 1.36E-06"	1
"ją"	6	4	" 1.36E-06"	1
"c"	11	4	" 1.36E-06"	1
"ka"	9	4	" 1.36E-06"	1
"em"	9	4	" 1.36E-06"	1
"i"	10	4	" 1.36E-06"	1
"ć"	10	4	" 1.36E-06"	1
"i"	11	4	" 1.36E-06"	1
"n"	11	4	" 1.36E-06"	1
"si"	5	4	" 1.36E-06"	1
"ot"	3	4	" 1.36E-06"	1
"go"	5	4	" 1.36E-06"	1
"henk"	4	4	" 1.36E-06"	1
"to"	7	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"i"	12	4	" 1.36E-06"	1
"h"	18	4	" 1.36E-06"	1
"ds"	6	4	" 1.36E-06"	1
"em"	8	4	" 1.36E-06"	1
"er"	6	4	" 1.36E-06"	1
"ch"	9	4	" 1.36E-06"	1
"raak"	4	4	" 1.36E-06"	1
"my"	6	4	" 1.36E-06"	1
"o"	14	4	" 1.36E-06"	1
"o"	11	4	" 1.36E-06"	1
"ką"	9	4	" 1.36E-06"	1
"ce"	8	4	" 1.36E-06"	1
"o"	14	4	" 1.36E-06"	1
"o"	11	4	" 1.36E-06"	1
"ne"	5	4	" 1.36E-06"	1
"j"	12	4	" 1.36E-06"	1
"ie"	5	4	" 1.36E-06"	1
"h"	12	4	" 1.36E-06"	1
"go"	8	4	" 1.36E-06"	1
"ie"	9	4	" 1.36E-06"	1
"e"	14	4	" 1.36E-06"	1
"h"	11	4	" 1.36E-06"	1
"m"	12	4	" 1.36E-06"	1
"h"	12	4	" 1.36E-06"	1
"mi"	7	4	" 1.36E-06"	1
"u"	10	4	" 1.36E-06"	1
"i"	14	4	" 1.36E-06"	1
"so"	6	4	" 1.36E-06"	1
"mi"	7	4	" 1.36E-06"	1
"rade"	4	4	" 1.36E-06"	1
"ff"	9	4	" 1.36E-06"	1
"ch"	7	4	" 1.36E-06"	1
"ie"	7	4	" 1.36E-06"	1
"ro"	5	4	" 1.36E-06"	1
"la"	6	4	" 1.36E-06"	1
"ym"	9	4	" 1.36E-06"	1
"e"	12	4	" 1.36E-06"	1
"ie"	6	4	" 1.36E-06"	1
"c"	10	4	" 1.36E-06"	1
"ć"	10	4	" 1.36E-06"	1
"w"	10	4	" 1.36E-06"	1
"ym"	9	4	" 1.36E-06"	1
"j"	10	4	" 1.36E-06"	1
"ną"	5	4	" 1.36E-06"	1
"na"	8	4	" 1.36E-06"	1
"tą"	8	4	" 1.36E-06"	1
"no"	6	4	" 1.36E-06"	1
"sa"	7	4	" 1.36E-06"	1
"da"	9	4	" 1.36E-06"	1
"ca"	9	4	" 1.36E-06"	1
"e"	15	4	" 1.36E-06"	1
"lk"	7	4	" 1.36E-06"	1
"ką"	8	4	" 1.36E-06"	1
"ć"	10	4	" 1.36E-06"	1
"ów"	8	4	" 1.36E-06"	1
"ym"	9	4	" 1.36E-06"	1
"ją"	9	4	" 1.36E-06"	1
"h"	15	4	" 1.36E-06"	1
"ma"	6	4	" 1.36E-06"	1
"wy"	9	4	" 1.36E-06"	1
"ać"	8	4	" 1.36E-06"	1
"ją"	8	4	" 1.36E-06"	1
"os"	6	4	" 1.36E-06"	1
"h"	15	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"hull"	4	4	" 1.36E-06"	1
"he"	6	4	" 1.36E-06"	1
"ło"	9	4	" 1.36E-06"	1
"ne"	9	4	" 1.36E-06"	1
"r"	10	4	" 1.36E-06"	1
"nd"	6	4	" 1.36E-06"	1
"h"	10	4	" 1.36E-06"	1
"ry"	5	4	" 1.36E-06"	1
"io"	7	4	" 1.36E-06"	1
"live"	4	4	" 1.36E-06"	1
"i"	10	4	" 1.36E-06"	1
"o"	12	4	" 1.36E-06"	1
"ca"	7	4	" 1.36E-06"	1
"ać"	6	4	" 1.36E-06"	1
"ł"	13	4	" 1.36E-06"	1
"m"	10	4	" 1.36E-06"	1
"sa"	5	4	" 1.36E-06"	1
"ką"	8	4	" 1.36E-06"	1
"zy"	6	4	" 1.36E-06"	1
"h"	11	4	" 1.36E-06"	1
"o"	12	4	" 1.36E-06"	1
"dano"	4	4	" 1.36E-06"	1
"ną"	5	4	" 1.36E-06"	1
"gi"	5	4	" 1.36E-06"	1
"ą"	11	4	" 1.36E-06"	1
"eł"	7	4	" 1.36E-06"	1
"ą"	12	4	" 1.36E-06"	1
"my"	9	4	" 1.36E-06"	1
"o"	10	4	" 1.36E-06"	1
"a"	13	4	" 1.36E-06"	1
"a"	13	4	" 1.36E-06"	1
"hu"	7	4	" 1.36E-06"	1
"w"	13	4	" 1.36E-06"	1
"m"	10	4	" 1.36E-06"	1
"en"	7	4	" 1.36E-06"	1
"a"	12	4	" 1.36E-06"	1
"on"	7	4	" 1.36E-06"	1
"em"	5	4	" 1.36E-06"	1
"nisz"	4	4	" 1.36E-06"	1
"ne"	8	4	" 1.36E-06"	1
"um"	7	4	" 1.36E-06"	1
"j"	12	4	" 1.36E-06"	1
"ki"	9	4	" 1.36E-06"	1
"ny"	7	4	" 1.36E-06"	1
"e"	11	4	" 1.36E-06"	1
"ie"	6	4	" 1.36E-06"	1
"wą"	5	4	" 1.36E-06"	1
"a"	15	4	" 1.36E-06"	1
"zy"	5	4	" 1.36E-06"	1
"au"	6	4	" 1.36E-06"	1
"e"	12	4	" 1.36E-06"	1
"ał"	9	4	" 1.36E-06"	1
"ni"	5	4	" 1.36E-06"	1
"coni"	4	4	" 1.36E-06"	1
"ka"	7	4	" 1.36E-06"	1
"en"	6	4	" 1.36E-06"	1
"e"	13	4	" 1.36E-06"	1
"y"	11	4	" 1.36E-06"	1
"e"	14	4	" 1.36E-06"	1
"ptsd"	4	4	" 1.36E-06"	1
"em"	8	4	" 1.36E-06"	1
"ia"	9	4	" 1.36E-06"	1
"ma"	5	4	" 1.36E-06"	1
"i"	10	4	" 1.36E-06"	1
"li"	9	4	" 1.36E-06"	1
"ie"	8	4	" 1.36E-06"	1
"y"	10	4	" 1.36E-06"	1
"k"	10	4	" 1.36E-06"	1
"ć"	10	4	" 1.36E-06"	1
"i"	10	4	" 1.36E-06"	1
"e"	11	4	" 1.36E-06"	1
"ba"	8	4	" 1.36E-06"	1
"i"	10	4	" 1.36E-06"	1
"ły"	8	4	" 1.36E-06"	1
"ar"	7	4	" 1.36E-06"	1
"dą"	6	4	" 1.36E-06"	1
"ah"	5	4	" 1.36E-06"	1
"ud"	5	4	" 1.36E-06"	1
"em"	9	4	" 1.36E-06"	1
"czen"	4	4	" 1.36E-06"	1
"ki"	8	4	" 1.36E-06"	1
"ić"	6	4	" 1.36E-06"	1
"ów"	7	4	" 1.36E-06"	1
"i"	11	4	" 1.36E-06"	1
"c"	11	4	" 1.36E-06"	1
"nę"	7	4	" 1.36E-06"	1
"i"	10	4	" 1.36E-06"	1
"li"	8	4	" 1.36E-06"	1
"c"	10	4	" 1.36E-06"	1
"a"	11	4	" 1.36E-06"	1
"rę"	6	4	" 1.36E-06"	1
"ą"	13	4	" 1.36E-06"	1
"o"	12	4	" 1.36E-06"	1
"ym"	9	4	" 1.36E-06"	1
"h"	20	4	" 1.36E-06"	1
"ci"	8	4	" 1.36E-06"	1
"ię"	6	4	" 1.36E-06"	1
"ów"	8	4	" 1.36E-06"	1
"ej"	9	4	" 1.36E-06"	1
"ka"	7	4	" 1.36E-06"	1
"ky"	7	4	" 1.36E-06"	1
"ów"	6	4	" 1.36E-06"	1
"y"	12	4	" 1.36E-06"	1
"i"	10	4	" 1.36E-06"	1
"m"	11	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"wa"	5	4	" 1.36E-06"	1
"e"	14	4	" 1.36E-06"	1
"en"	7	4	" 1.36E-06"	1
"z"	13	4	" 1.36E-06"	1
"ie"	7	4	" 1.36E-06"	1
"je"	7	4	" 1.36E-06"	1
"ć"	10	4	" 1.36E-06"	1
"tą"	8	4	" 1.36E-06"	1
"mi"	6	4	" 1.36E-06"	1
"ić"	3	4	" 1.36E-06"	1
"ki"	9	4	" 1.36E-06"	1
"or"	7	4	" 1.36E-06"	1
"a"	15	4	" 1.36E-06"	1
"rę"	8	4	" 1.36E-06"	1
"ły"	5	4	" 1.36E-06"	1
"o"	13	4	" 1.36E-06"	1
"da"	7	4	" 1.36E-06"	1
"wa"	6	4	" 1.36E-06"	1
"ta"	8	4	" 1.36E-06"	1
"sa"	6	4	" 1.36E-06"	1
"h"	17	4	" 1.36E-06"	1
"no"	9	4	" 1.36E-06"	1
"c"	10	4	" 1.36E-06"	1
"ść"	9	4	" 1.36E-06"	1
"j"	11	4	" 1.36E-06"	1
"ch"	9	4	" 1.36E-06"	1
"ie"	8	4	" 1.36E-06"	1
"ki"	9	4	" 1.36E-06"	1
"e"	11	4	" 1.36E-06"	1
"er"	6	4	" 1.36E-06"	1
"ał"	7	4	" 1.36E-06"	1
"ję"	9	4	" 1.36E-06"	1
"na"	7	4	" 1.36E-06"	1
"ie"	9	4	" 1.36E-06"	1
"do"	5	4	" 1.36E-06"	1
"ks"	3	4	" 1.36E-06"	1
"y"	11	4	" 1.36E-06"	1
"rs"	7	4	" 1.36E-06"	1
"e"	11	4	" 1.36E-06"	1
"we"	9	4	" 1.36E-06"	1
"o"	13	4	" 1.36E-06"	1
"ia"	7	4	" 1.36E-06"	1
"e"	10	4	" 1.36E-06"	1
"o"	10	4	" 1.36E-06"	1
"on"	3	4	" 1.36E-06"	1
"ra"	8	4	" 1.36E-06"	1
"wa"	7	4	" 1.36E-06"	1
"szły"	4	4	" 1.36E-06"	1
"w"	12	4	" 1.36E-06"	1
"c"	11	4	" 1.36E-06"	1
"on"	9	4	" 1.36E-06"	1
"ny"	8	4	" 1.36E-06"	1
"y"	11	4	" 1.36E-06"	1
"e"	10	4	" 1.36E-06"	1
"i"	13	4	" 1.36E-06"	1
"nt"	9	4	" 1.36E-06"	1
"ow"	7	4	" 1.36E-06"	1
"e"	13	4	" 1.36E-06"	1
"o"	11	4	" 1.36E-06"	1
"y"	12	4	" 1.36E-06"	1
"e"	11	4	" 1.36E-06"	1
"i"	14	4	" 1.36E-06"	1
"us"	6	4	" 1.36E-06"	1
"u"	11	4	" 1.36E-06"	1
"ta"	8	4	" 1.36E-06"	1
"ch"	8	4	" 1.36E-06"	1
"ow"	6	4	" 1.36E-06"	1
"ów"	8	4	" 1.36E-06"	1
"ił"	5	4	" 1.36E-06"	1
"ę"	10	4	" 1.36E-06"	1
"dusi"	4	4	" 1.36E-06"	1
"ny"	9	4	" 1.36E-06"	1
"e"	14	4	" 1.36E-06"	1
"u"	12	4	" 1.36E-06"	1
"m"	13	4	" 1.36E-06"	1
"wr"	3	4	" 1.36E-06"	1
"ka"	7	4	" 1.36E-06"	1
"e"	10	4	" 1.36E-06"	1
"cz"	5	4	" 1.36E-06"	1
"el"	5	4	" 1.36E-06"	1
"ka"	6	4	" 1.36E-06"	1
"ym"	9	4	" 1.36E-06"	1
"ki"	7	4	" 1.36E-06"	1
"ki"	9	4	" 1.36E-06"	1
"ny"	7	4	" 1.36E-06"	1
"h"	11	4	" 1.36E-06"	1
"ą"	15	4	" 1.36E-06"	1
"wy"	6	4	" 1.36E-06"	1
"ak"	9	4	" 1.36E-06"	1
"wi"	8	4	" 1.36E-06"	1
"j"	14	4	" 1.36E-06"	1
"ło"	8	4	" 1.36E-06"	1
"ie"	5	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"ny"	7	4	" 1.36E-06"	1
"ła"	8	4	" 1.36E-06"	1
"h"	10	4	" 1.36E-06"	1
"ki"	8	4	" 1.36E-06"	1
"a"	12	4	" 1.36E-06"	1
"sz"	6	4	" 1.36E-06"	1
"ch"	9	4	" 1.36E-06"	1
"ce"	9	4	" 1.36E-06"	1
"ów"	6	4	" 1.36E-06"	1
"e"	13	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"rę"	8	4	" 1.36E-06"	1
"em"	6	4	" 1.36E-06"	1
"a"	11	4	" 1.36E-06"	1
"ję"	6	4	" 1.36E-06"	1
"it"	8	4	" 1.36E-06"	1
"ly"	6	4	" 1.36E-06"	1
"dy"	7	4	" 1.36E-06"	1
"ki"	5	4	" 1.36E-06"	1
"ów"	5	4	" 1.36E-06"	1
"yw"	9	4	" 1.36E-06"	1
"wu"	6	4	" 1.36E-06"	1
"an"	5	4	" 1.36E-06"	1
"uk"	9	4	" 1.36E-06"	1
"an"	8	4	" 1.36E-06"	1
"ki"	6	4	" 1.36E-06"	1
"ne"	9	4	" 1.36E-06"	1
"ha"	8	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"e"	10	4	" 1.36E-06"	1
"i"	11	4	" 1.36E-06"	1
"m"	12	4	" 1.36E-06"	1
"a"	11	4	" 1.36E-06"	1
"a"	12	4	" 1.36E-06"	1
"m"	16	4	" 1.36E-06"	1
"ka"	6	4	" 1.36E-06"	1
"na"	9	4	" 1.36E-06"	1
"m"	11	4	" 1.36E-06"	1
"e"	13	4	" 1.36E-06"	1
"u"	13	4	" 1.36E-06"	1
"ie"	8	4	" 1.36E-06"	1
"cy"	9	4	" 1.36E-06"	1
"m"	10	4	" 1.36E-06"	1
"ę"	12	4	" 1.36E-06"	1
"on"	5	4	" 1.36E-06"	1
"j"	13	4	" 1.36E-06"	1
"a"	14	4	" 1.36E-06"	1
"m"	10	4	" 1.36E-06"	1
"e"	13	4	" 1.36E-06"	1
"e"	12	4	" 1.36E-06"	1
"u"	12	4	" 1.36E-06"	1
"y"	11	4	" 1.36E-06"	1
"ił"	7	4	" 1.36E-06"	1
"da"	5	4	" 1.36E-06"	1
"y"	12	4	" 1.36E-06"	1
"bą"	5	4	" 1.36E-06"	1
"zu"	7	4	" 1.36E-06"	1
"o"	10	4	" 1.36E-06"	1
"y"	11	4	" 1.36E-06"	1
"m"	12	4	" 1.36E-06"	1
"hy"	5	4	" 1.36E-06"	1
"cy"	6	4	" 1.36E-06"	1
"nyon"	4	4	" 1.36E-06"	1
"o"	11	4	" 1.36E-06"	1
"mi"	6	4	" 1.36E-06"	1
"ła"	7	4	" 1.36E-06"	1
"ku"	9	4	" 1.36E-06"	1
"ta"	9	4	" 1.36E-06"	1
"la"	7	4	" 1.36E-06"	1
"hy"	6	4	" 1.36E-06"	1
"na"	8	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"wa"	8	4	" 1.36E-06"	1
"o"	12	4	" 1.36E-06"	1
"ta"	6	4	" 1.36E-06"	1
"wa"	9	4	" 1.36E-06"	1
"a"	13	4	" 1.36E-06"	1
"e"	11	4	" 1.36E-06"	1
"nę"	5	4	" 1.36E-06"	1
"ć"	10	4	" 1.36E-06"	1
"j"	10	4	" 1.36E-06"	1
"josi"	4	4	" 1.36E-06"	1
"cą"	7	4	" 1.36E-06"	1
"ą"	12	4	" 1.36E-06"	1
"o"	13	4	" 1.36E-06"	1
"an"	8	4	" 1.36E-06"	1
"ow"	7	4	" 1.36E-06"	1
"ie"	9	4	" 1.36E-06"	1
"ów"	9	4	" 1.36E-06"	1
"t"	11	4	" 1.36E-06"	1
"wy"	7	4	" 1.36E-06"	1
"kusi"	4	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"i"	14	4	" 1.36E-06"	1
"ha"	8	4	" 1.36E-06"	1
"h"	11	4	" 1.36E-06"	1
"ak"	9	4	" 1.36E-06"	1
"boju"	4	4	" 1.36E-06"	1
"ow"	7	4	" 1.36E-06"	1
"ftaa"	4	4	" 1.36E-06"	1
"yk"	7	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"e"	12	4	" 1.36E-06"	1
"ch"	8	4	" 1.36E-06"	1
"et"	7	4	" 1.36E-06"	1
"h"	13	4	" 1.36E-06"	1
"ną"	9	4	" 1.36E-06"	1
"ia"	7	4	" 1.36E-06"	1
"h"	13	4	" 1.36E-06"	1
"ii"	5	4	" 1.36E-06"	1
"ą"	11	4	" 1.36E-06"	1
"y"	12	4	" 1.36E-06"	1
"y"	13	4	" 1.36E-06"	1
"pi"	9	4	" 1.36E-06"	1
"rz"	7	4	" 1.36E-06"	1
"li"	9	4	" 1.36E-06"	1
"dą"	5	4	" 1.36E-06"	1
"i"	11	4	" 1.36E-06"	1
"ai"	3	4	" 1.36E-06"	1
"wi"	7	4	" 1.36E-06"	1
"ne"	7	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"la"	5	4	" 1.36E-06"	1
"na"	7	4	" 1.36E-06"	1
"si"	5	4	" 1.36E-06"	1
"em"	7	4	" 1.36E-06"	1
"za"	7	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"yć"	6	4	" 1.36E-06"	1
"om"	7	4	" 1.36E-06"	1
"ns"	6	4	" 1.36E-06"	1
"zd"	5	4	" 1.36E-06"	1
"e"	10	4	" 1.36E-06"	1
"ał"	6	4	" 1.36E-06"	1
"y"	10	4	" 1.36E-06"	1
"za"	9	4	" 1.36E-06"	1
"ja"	9	4	" 1.36E-06"	1
"ie"	7	4	" 1.36E-06"	1
"no"	9	4	" 1.36E-06"	1
"w"	13	4	" 1.36E-06"	1
"ar"	7	4	" 1.36E-06"	1
"wi"	8	4	" 1.36E-06"	1
"twin"	4	4	" 1.36E-06"	1
"go"	9	4	" 1.36E-06"	1
"ów"	6	4	" 1.36E-06"	1
"ik"	8	4	" 1.36E-06"	1
"ny"	6	4	" 1.36E-06"	1
"is"	8	4	" 1.36E-06"	1
"y"	10	4	" 1.36E-06"	1
"h"	21	4	" 1.36E-06"	1
"a"	12	4	" 1.36E-06"	1
"y"	10	4	" 1.36E-06"	1
"j"	10	4	" 1.36E-06"	1
"j"	10	4	" 1.36E-06"	1
"wę"	9	4	" 1.36E-06"	1
"ić"	9	4	" 1.36E-06"	1
"j"	10	4	" 1.36E-06"	1
"ą"	10	4	" 1.36E-06"	1
"ne"	9	4	" 1.36E-06"	1
"no"	5	4	" 1.36E-06"	1
"y"	10	4	" 1.36E-06"	1
"ą"	11	4	" 1.36E-06"	1
"am"	8	4	" 1.36E-06"	1
"j"	11	4	" 1.36E-06"	1
"yw"	6	4	" 1.36E-06"	1
"er"	6	4	" 1.36E-06"	1
"h"	23	4	" 1.36E-06"	1
"gw"	5	4	" 1.36E-06"	1
"a"	12	4	" 1.36E-06"	1
"ow"	8	4	" 1.36E-06"	1
"ze"	8	4	" 1.36E-06"	1
"h"	13	4	" 1.36E-06"	1
"lą"	7	4	" 1.36E-06"	1
"ce"	2	4	" 1.36E-06"	1
"o"	12	4	" 1.36E-06"	1
"h"	18	4	" 1.36E-06"	1
"wi"	9	4	" 1.36E-06"	1
"we"	9	4	" 1.36E-06"	1
"y"	13	4	" 1.36E-06"	1
"ł"	11	4	" 1.36E-06"	1
"ch"	9	4	" 1.36E-06"	1
"c"	10	4	" 1.36E-06"	1
"e"	10	4	" 1.36E-06"	1
"e"	10	4	" 1.36E-06"	1
"ie"	8	4	" 1.36E-06"	1
"zą"	8	4	" 1.36E-06"	1
"e"	10	4	" 1.36E-06"	1
"a"	11	4	" 1.36E-06"	1
"e"	11	4	" 1.36E-06"	1
"ve"	3	4	" 1.36E-06"	1
"ło"	8	4	" 1.36E-06"	1
"ać"	9	4	" 1.36E-06"	1
"ów"	7	4	" 1.36E-06"	1
"je"	6	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"e"	12	4	" 1.36E-06"	1
"ej"	8	4	" 1.36E-06"	1
"iowa"	4	4	" 1.36E-06"	1
"a"	10	4	" 1.36E-06"	1
"o"	11	4	" 1.36E-06"	1
"na"	8	4	" 1.36E-06"	1
"i"	13	4	" 1.36E-06"	1
"ić"	8	4	" 1.36E-06"	1
"wo"	8	4	" 1.36E-06"	1
"ł"	12	4	" 1.36E-06"	1
"kę"	8	4	" 1.36E-06"	1
"em"	7	4	" 1.36E-06"	1
"ną"	6	4	" 1.36E-06"	1
"h"	12	4	" 1.36E-06"	1
"a"	12	4	" 1.36E-06"	1
"ny"	8	4	" 1.36E-06"	1
"i"	11	4	" 1.36E-06"	1
"wę"	5	4	" 1.36E-06"	1
"ym"	8	4	" 1.36E-06"	1
"we"	9	4	" 1.36E-06"	1
"o"	11	4	" 1.36E-06"	1
"u"	11	4	" 1.36E-06"	1
"m"	13	4	" 1.36E-06"	1
"st"	5	4	" 1.36E-06"	1
"cy"	6	4	" 1.36E-06"	1
"ps"	9	4	" 1.36E-06"	1
"mi"	9	4	" 1.36E-06"	1
"u"	10	4	" 1.36E-06"	1
"p"	10	4	" 1.36E-06"	1
"cy"	8	4	" 1.36E-06"	1
"za"	5	4	" 1.36E-06"	1
"m"	12	4	" 1.36E-06"	1
"ek"	7	4	" 1.36E-06"	1
"zą"	6	4	" 1.36E-06"	1
"ki"	8	4	" 1.36E-06"	1
"io"	9	4	" 1.36E-06"	1
"ów"	5	4	" 1.36E-06"	1
"tu"	9	4	" 1.36E-06"	1
"li"	5	4	" 1.36E-06"	1
"na"	7	4	" 1.36E-06"	1
"mi"	7	4	" 1.36E-06"	1
"im"	5	4	" 1.36E-06"	1
"o"	10	4	" 1.36E-06"	1
"ą"	10	4	" 1.36E-06"	1
"mi"	9	4	" 1.36E-06"	1
"go"	9	4	" 1.36E-06"	1
"ie"	7	4	" 1.36E-06"	1
"ać"	9	4	" 1.36E-06"	1
"ą"	11	4	" 1.36E-06"	1
"a"	14	4	" 1.36E-06"	1
"za"	9	4	" 1.36E-06"	1
"ć"	10	4	" 1.36E-06"	1
"ge"	5	4	" 1.36E-06"	1
"ła"	8	4	" 1.36E-06"	1
"m"	11	4	" 1.36E-06"	1
"ts"	6	4	" 1.36E-06"	1
"em"	3	4	" 1.36E-06"	1
"tą"	8	4	" 1.36E-06"	1
"wy"	6	4	" 1.36E-06"	1
"kę"	7	4	" 1.36E-06"	1
"m"	14	4	" 1.36E-06"	1
"k"	11	4	" 1.36E-06"	1
"h"	11	4	" 1.36E-06"	1
"ać"	9	4	" 1.36E-06"	1
"bo"	6	4	" 1.36E-06"	1
"ną"	9	4	" 1.36E-06"	1
"ć"	11	4	" 1.36E-06"	1
"hi"	3	4	" 1.36E-06"	1
"i"	10	4	" 1.36E-06"	1
"ją"	6	4	" 1.36E-06"	1
"ma"	6	4	" 1.36E-06"	1
"la"	7	4	" 1.36E-06"	1
"em"	9	4	" 1.36E-06"	1
"ne"	9	4	" 1.36E-06"	1
"ja"	7	4	" 1.36E-06"	1
"ą"	13	4	" 1.36E-06"	1
"j"	10	4	" 1.36E-06"	1
"ku"	5	4	" 1.36E-06"	1
"e"	11	4	" 1.36E-06"	1
"e"	10	4	" 1.36E-06"	1
"o"	13	4	" 1.36E-06"	1
"ął"	5	4	" 1.36E-06"	1
"ę"	10	4	" 1.36E-06"	1
"o"	14	4	" 1.36E-06"	1
"ne"	7	4	" 1.36E-06"	1
"ka"	6	4	" 1.36E-06"	1
"ik"	8	4	" 1.36E-06"	1
"na"	8	4	" 1.36E-06"	1
"ę"	14	4	" 1.36E-06"	1
"ce"	6	4	" 1.36E-06"	1
"wy"	9	4	" 1.36E-06"	1
"ku"	9	4	" 1.36E-06"	1
"m"	11	4	" 1.36E-06"	1
"om"	9	4	" 1.36E-06"	1
"ma"	5	4	" 1.36E-06"	1
"em"	6	4	" 1.36E-06"	1
"na"	7	4	" 1.36E-06"	1
"ła"	9	4	" 1.36E-06"	1
"a"	13	4	" 1.36E-06"	1
"i"	11	4	" 1.36E-06"	1
"su"	6	4	" 1.36E-06"	1
"w"	10	4	" 1.36E-06"	1
"i"	10	4	" 1.36E-06"	1
"j"	13	4	" 1.36E-06"	1
"ch"	6	4	" 1.36E-06"	1
"i"	11	4	" 1.36E-06"	1
"j"	16	4	" 1.36E-06"	1
"i"	11	4	" 1.36E-06"	1
"e"	12	4	" 1.36E-06"	1
"cy"	7	4	" 1.36E-06"	1
"an"	6	4	" 1.36E-06"	1
"i"	10	4	" 1.36E-06"	1
"m"	13	4	" 1.36E-06"	1
"e"	11	4	" 1.36E-06"	1
"wą"	9	4	" 1.36E-06"	1
"by"	7	4	" 1.36E-06"	1
"n"	10	4	" 1.36E-06"	1
"ów"	8	4	" 1.36E-06"	1
"em"	9	4	" 1.36E-06"	1
"y"	12	4	" 1.36E-06"	1
"ak"	8	4	" 1.36E-06"	1
"ai"	5	4	" 1.36E-06"	1
"ka"	8	4	" 1.36E-06"	1
"e"	10	4	" 1.36E-06"	1
"i"	13	4	" 1.36E-06"	1
"a"	12	4	" 1.36E-06"	1
"y"	10	4	" 1.36E-06"	1
"fama"	4	4	" 1.36E-06"	1
"ao"	3	4	" 1.36E-06"	1
"ię"	7	4	" 1.36E-06"	1
"m"	10	4	" 1.36E-06"	1
"ne"	7	4	" 1.36E-06"	1
"im"	5	4	" 1.36E-06"	1
"no"	9	4	" 1.36E-06"	1
"ec"	9	4	" 1.36E-06"	1
"es"	5	4	" 1.36E-06"	1
"o"	11	4	" 1.36E-06"	1
"ć"	10	4	" 1.36E-06"	1
"ki"	6	4	" 1.36E-06"	1
"ną"	8	4	" 1.36E-06"	1
"a"	12	4	" 1.36E-06"	1
"ł"	10	4	" 1.36E-06"	1
"toth"	4	4	" 1.36E-06"	1
"h"	10	4	" 1.36E-06"	1
"pomp"	4	4	" 1.36E-06"	1
"y"	10	4	" 1.36E-06"	1
"h"	11	4	" 1.36E-06"	1
"m"	14	4	" 1.36E-06"	1
"ku"	7	4	" 1.36E-06"	1
"li"	8	4	" 1.36E-06"	1
"i"	12	4	" 1.36E-06"	1
"e"	11	4	" 1.36E-06"	1
"i"	12	4	" 1.36E-06"	1
"go"	8	4	" 1.36E-06"	1
"is"	5	4	" 1.36E-06"	1
"h"	13	4	" 1.36E-06"	1
"us"	5	4	" 1.36E-06"	1
"y"	10	4	" 1.36E-06"	1
"h"	10	4	" 1.36E-06"	1
"ce"	8	4	" 1.36E-06"	1
"y"	14	4	" 1.36E-06"	1
"y"	15	4	" 1.36E-06"	1
"nę"	7	4	" 1.36E-06"	1
"m"	10	4	" 1.36E-06"	1
"o"	11	4	" 1.36E-06"	1
"a"	13	4	" 1.36E-06"	1
"i"	12	4	" 1.36E-06"	1
"ek"	8	4	" 1.36E-06"	1
"y"	10	4	" 1.36E-06"	1
"ch"	9	4	" 1.36E-06"	1
"mi"	8	4	" 1.36E-06"	1
"tu"	7	4	" 1.36E-06"	1
"ch"	9	4	" 1.36E-06"	1
"ce"	6	4	" 1.36E-06"	1
"y"	12	4	" 1.36E-06"	1
"m"	10	4	" 1.36E-06"	1
"ki"	5	4	" 1.36E-06"	1
